,raceId,driverId,lap,position,time,milliseconds
343,989,839,47,12,1:28.926,88926
299,989,839,48,12,1:28.626,88626
304,989,839,49,12,1:28.664,88664
254,989,839,50,12,1:28.407,88407
255,989,839,51,12,1:28.412,88412
291,989,839,52,12,1:28.572,88572
196,989,839,53,12,1:28.120,88120
284,989,839,54,12,1:28.534,88534
218,989,839,55,12,1:28.232,88232
156,989,839,56,12,1:27.969,87969
115,989,839,57,12,1:27.600,87600
803,989,839,58,12,1:34.348,94348
831,989,840,1,14,1:43.434,103434
790,989,840,2,14,1:33.137,93137
779,989,840,3,14,1:32.654,92654
787,989,840,4,15,1:32.962,92962
765,989,840,5,15,1:32.273,92273
772,989,840,6,15,1:32.517,92517
754,989,840,7,15,1:31.978,91978
737,989,840,8,15,1:31.658,91658
720,989,840,9,15,1:31.402,91402
681,989,840,10,15,1:31.088,91088
683,989,840,11,15,1:31.119,91119
742,989,840,12,15,1:31.798,91798
652,989,840,13,15,1:30.928,90928
637,989,840,14,15,1:30.834,90834
713,989,840,15,15,1:31.321,91321
718,989,840,16,15,1:31.349,91349
739,989,840,17,15,1:31.730,91730
700,989,840,18,15,1:31.254,91254
635,989,840,19,15,1:30.827,90827
669,989,840,20,15,1:31.010,91010
667,989,840,21,15,1:30.987,90987
671,989,840,22,14,1:31.016,91016
662,989,840,23,12,1:30.969,90969
660,989,840,24,11,1:30.955,90955
872,989,840,25,13,2:00.771,120771
915,989,840,26,13,2:08.343,128343
879,989,840,27,13,2:02.853,122853
890,989,840,28,13,2:03.853,123853
860,989,840,29,13,1:52.536,112536
813,989,840,30,13,1:37.353,97353
859,989,840,31,13,1:52.039,112039
792,989,840,32,14,1:33.234,93234
664,989,840,33,14,1:30.979,90979
566,989,840,34,14,1:30.407,90407
481,989,840,35,14,1:30.010,90010
428,989,840,36,14,1:29.699,89699
513,989,840,37,14,1:30.141,90141
531,989,840,38,14,1:30.200,90200
638,989,840,39,14,1:30.841,90841
569,989,840,40,14,1:30.418,90418
435,989,840,41,14,1:29.756,89756
400,989,840,42,14,1:29.498,89498
375,989,840,43,14,1:29.285,89285
407,989,840,44,14,1:29.556,89556
424,989,840,45,14,1:29.674,89674
379,989,840,46,14,1:29.303,89303
360,989,840,47,14,1:29.115,89115
336,989,840,48,14,1:28.858,88858
307,989,840,49,14,1:28.674,88674
377,989,840,50,14,1:29.299,89299
373,989,840,51,14,1:29.231,89231
392,989,840,52,14,1:29.410,89410
653,989,840,53,14,1:30.935,90935
348,989,840,54,14,1:28.971,88971
278,989,840,55,14,1:28.511,88511
312,989,840,56,14,1:28.689,88689
302,989,840,57,14,1:28.638,88638
708,989,840,58,14,1:31.291,91291
838,989,842,1,17,1:45.060,105060
794,989,842,2,17,1:33.372,93372
782,989,842,3,17,1:32.861,92861
762,989,842,4,17,1:32.184,92184
768,989,842,5,17,1:32.332,92332
817,989,842,6,16,1:38.180,98180
727,989,842,7,16,1:31.537,91537
712,989,842,8,16,1:31.319,91319
685,989,842,9,16,1:31.141,91141
684,989,842,10,16,1:31.136,91136
654,989,842,11,16,1:30.937,90937
628,989,842,12,16,1:30.743,90743
615,989,842,13,16,1:30.649,90649
908,989,843,1,20,2:05.584,125584
812,989,843,2,20,1:37.241,97241
645,989,843,3,20,1:30.888,90888
694,989,843,4,20,1:31.182,91182
725,989,843,5,19,1:31.481,91481
760,989,843,6,18,1:32.111,92111
735,989,843,7,18,1:31.597,91597
690,989,843,8,18,1:31.160,91160
676,989,843,9,18,1:31.047,91047
678,989,843,10,18,1:31.053,91053
672,989,843,11,18,1:31.018,91018
698,989,843,12,18,1:31.248,91248
722,989,843,13,18,1:31.441,91441
696,989,843,14,17,1:31.228,91228
695,989,843,15,17,1:31.200,91200
655,989,843,16,17,1:30.939,90939
659,989,843,17,17,1:30.955,90955
675,989,843,18,17,1:31.041,91041
682,989,843,19,17,1:31.105,91105
644,989,843,20,16,1:30.885,90885
743,989,843,21,16,1:31.803,91803
875,989,843,22,17,2:01.527,121527
819,989,843,23,16,1:38.833,98833
402,989,843,24,16,1:29.513,89513
899,989,843,25,15,2:04.565,124565
889,989,843,26,15,2:03.747,123747
896,989,843,27,15,2:04.405,124405
900,989,843,28,15,2:04.593,124593
858,989,843,29,15,1:51.634,111634
783,989,843,30,15,1:32.869,92869
741,989,843,31,15,1:31.737,91737
626,989,843,32,15,1:30.720,90720
711,989,843,33,15,1:31.311,91311
622,989,843,34,15,1:30.687,90687
607,989,843,35,15,1:30.592,90592
572,989,843,36,15,1:30.434,90434
550,989,843,37,15,1:30.289,90289
500,989,843,38,15,1:30.088,90088
425,989,843,39,15,1:29.676,89676
480,989,843,40,15,1:30.010,90010
466,989,843,41,15,1:29.928,89928
450,989,843,42,15,1:29.867,89867
434,989,843,43,15,1:29.756,89756
391,989,843,44,15,1:29.400,89400
385,989,843,45,15,1:29.347,89347
386,989,843,46,15,1:29.353,89353
388,989,843,47,15,1:29.360,89360
797,989,843,48,15,1:33.670,93670
482,989,843,49,15,1:30.014,90014
763,989,843,50,15,1:32.205,92205
368,989,843,51,15,1:29.193,89193
308,989,843,52,15,1:28.681,88681
232,989,843,53,15,1:28.298,88298
222,989,843,54,15,1:28.255,88255
239,989,843,55,15,1:28.326,88326
273,989,843,56,15,1:28.493,88493
209,989,843,57,15,1:28.176,88176
209,989,843,58,15,1:28.176,88176
839,989,844,1,18,1:45.584,105584
798,989,844,2,18,1:33.775,93775
769,989,844,3,18,1:32.405,92405
789,989,844,4,18,1:33.128,93128
759,989,844,5,18,1:32.087,92087
815,989,844,6,17,1:37.515,97515
758,989,844,7,17,1:32.043,92043
748,989,844,8,17,1:31.859,91859
707,989,844,9,17,1:31.287,91287
663,989,844,10,17,1:30.977,90977
686,989,844,11,17,1:31.145,91145
646,989,844,12,17,1:30.892,90892
542,989,844,13,17,1:30.265,90265
658,989,844,14,16,1:30.949,90949
603,989,844,15,16,1:30.577,90577
556,989,844,16,16,1:30.314,90314
592,989,844,17,16,1:30.529,90529
506,989,844,18,16,1:30.107,90107
563,989,844,19,16,1:30.386,90386
850,989,844,20,17,1:48.767,108767
804,989,844,21,17,1:34.359,94359
796,989,844,22,16,1:33.591,93591
473,989,844,23,15,1:29.968,89968
381,989,844,24,15,1:29.323,89323
857,989,844,25,14,1:51.623,111623
885,989,844,26,14,2:03.322,123322
935,989,844,27,14,2:19.646,139646
919,989,844,28,14,2:09.670,129670
806,989,844,29,14,1:35.511,95511
778,989,844,30,14,1:32.591,92591
829,989,844,31,14,1:42.931,102931
771,989,844,32,13,1:32.471,92471
668,989,844,33,13,1:30.999,90999
504,989,844,34,13,1:30.101,90101
454,989,844,35,13,1:29.902,89902
453,989,844,36,13,1:29.899,89899
470,989,844,37,13,1:29.947,89947
401,989,844,38,13,1:29.508,89508
398,989,844,39,13,1:29.481,89481
523,989,844,40,13,1:30.176,90176
499,989,844,41,13,1:30.081,90081
393,989,844,42,13,1:29.411,89411
376,989,844,43,13,1:29.293,89293
408,989,844,44,13,1:29.575,89575
427,989,844,45,13,1:29.687,89687
430,989,844,46,13,1:29.720,89720
366,989,844,47,13,1:29.168,89168
347,989,844,48,13,1:28.971,88971
445,989,844,49,13,1:29.841,89841
456,989,844,50,13,1:29.907,89907
364,989,844,51,13,1:29.155,89155
382,989,844,52,13,1:29.324,89324
413,989,844,53,13,1:29.607,89607
349,989,844,54,13,1:28.985,88985
351,989,844,55,13,1:29.003,89003
321,989,844,56,13,1:28.759,88759
350,989,844,57,13,1:29.001,89001
468,989,844,58,13,1:29.944,89944
843,989,845,1,19,1:46.494,106494
800,989,845,2,19,1:34.137,94137
774,989,845,3,19,1:32.573,92573
785,989,845,4,19,1:32.943,92943
1834,990,1,1,10,1:43.446,103446
1853,990,1,2,9,1:49.218,109218
1923,990,1,3,9,2:08.522,128522
1868,990,1,4,9,1:53.636,113636
1492,990,1,5,6,1:36.932,96932
1249,990,1,6,5,1:35.913,95913
1423,990,1,7,5,1:36.551,96551
1149,990,1,8,4,1:35.436,95436
1239,990,1,9,4,1:35.861,95861
1345,990,1,10,4,1:36.253,96253
1217,990,1,11,4,1:35.766,95766
1240,990,1,12,4,1:35.866,95866
1346,990,1,13,4,1:36.254,96254
1371,990,1,14,4,1:36.350,96350
1298,990,1,15,4,1:36.089,96089
1285,990,1,16,4,1:36.054,96054
1321,990,1,17,4,1:36.153,96153
1314,990,1,18,4,1:36.127,96127
1352,990,1,19,3,1:36.276,96276
1263,990,1,20,2,1:35.978,95978
1325,990,1,21,1,1:36.174,96174
1281,990,1,22,1,1:36.046,96046
1309,990,1,23,1,1:36.113,96113
1384,990,1,24,1,1:36.373,96373
1490,990,1,25,1,1:36.927,96927
1813,990,1,26,3,1:40.383,100383
1872,990,1,27,4,1:54.547,114547
942,990,1,28,4,1:34.126,94126
946,990,1,29,4,1:34.274,94274
976,990,1,30,4,1:34.595,94595
958,990,1,31,4,1:34.421,94421
955,990,1,32,4,1:34.376,94376
953,990,1,33,4,1:34.373,94373
959,990,1,34,4,1:34.424,94424
948,990,1,35,4,1:34.309,94309
952,990,1,36,3,1:34.357,94357
1073,990,1,37,3,1:35.084,95084
947,990,1,38,3,1:34.292,94292
956,990,1,39,3,1:34.377,94377
944,990,1,40,3,1:34.191,94191
991,990,1,41,3,1:34.678,94678
961,990,1,42,3,1:34.444,94444
966,990,1,43,3,1:34.540,94540
1006,990,1,44,3,1:34.784,94784
1028,990,1,45,3,1:34.940,94940
1517,990,1,46,3,1:37.091,97091
1065,990,1,47,3,1:35.073,95073
1052,990,1,48,3,1:35.012,95012
1141,990,1,49,3,1:35.385,95385
990,990,1,50,3,1:34.671,94671
938,990,1,51,3,1:33.953,93953
939,990,1,52,3,1:33.987,93987
1013,990,1,53,3,1:34.829,94829
1034,990,1,54,3,1:34.950,94950
968,990,1,55,3,1:34.558,94558
941,990,1,56,3,1:34.122,94122
1047,990,1,57,3,1:34.992,94992
1833,990,4,1,9,1:42.922,102922
1851,990,4,2,8,1:48.812,108812
1926,990,4,3,8,2:08.668,128668
1871,990,4,4,8,1:54.298,114298
1726,990,4,5,8,1:38.294,98294
1687,990,4,6,8,1:38.082,98082
1595,990,4,7,8,1:37.653,97653
1613,990,4,8,8,1:37.744,97744
1597,990,4,9,8,1:37.661,97661
1668,990,4,10,8,1:37.996,97996
1588,990,4,11,8,1:37.609,97609
1620,990,4,12,8,1:37.811,97811
1571,990,4,13,8,1:37.506,97506
1806,990,4,14,7,1:40.167,100167
1892,990,4,15,15,1:56.239,116239
1487,990,4,16,13,1:36.902,96902
1470,990,4,17,11,1:36.772,96772
1494,990,4,18,11,1:36.946,96946
1466,990,4,19,10,1:36.767,96767
1482,990,4,20,10,1:36.872,96872
1468,990,4,21,9,1:36.771,96771
1469,990,4,22,9,1:36.772,96772
1480,990,4,23,8,1:36.863,96863
1449,990,4,24,8,1:36.686,96686
1459,990,4,25,8,1:36.749,96749
1412,990,4,26,8,1:36.471,96471
1372,990,4,27,8,1:36.351,96351
1429,990,4,28,7,1:36.568,96568
1413,990,4,29,7,1:36.472,96472
1387,990,4,30,7,1:36.382,96382
1456,990,4,31,7,1:36.716,96716
1511,990,4,32,7,1:37.045,97045
1409,990,4,33,7,1:36.456,96456
1398,990,4,34,7,1:36.425,96425
1422,990,4,35,6,1:36.544,96544
1503,990,4,36,5,1:37.010,97010
1392,990,4,37,5,1:36.389,96389
1376,990,4,38,5,1:36.362,96362
1787,990,4,39,6,1:39.378,99378
1878,990,4,40,8,1:55.063,115063
1129,990,4,41,8,1:35.340,95340
1197,990,4,42,8,1:35.695,95695
1167,990,4,43,8,1:35.495,95495
1209,990,4,44,7,1:35.739,95739
1173,990,4,45,7,1:35.520,95520
980,990,4,46,7,1:34.615,94615
943,990,4,47,7,1:34.168,94168
949,990,4,48,7,1:34.314,94314
945,990,4,49,7,1:34.224,94224
954,990,4,50,7,1:34.375,94375
1015,990,4,51,7,1:34.838,94838
970,990,4,52,7,1:34.567,94567
1026,990,4,53,7,1:34.935,94935
1014,990,4,54,7,1:34.837,94837
1037,990,4,55,7,1:34.971,94971
1855,990,4,56,7,1:50.723,110723
1855,990,4,57,7,1:50.723,110723
1598,990,8,1,3,1:37.661,97661
1836,990,8,2,3,1:43.586,103586
1921,990,8,3,3,2:08.006,128006
1909,990,8,4,3,1:57.964,117964
1258,990,8,5,3,1:35.960,95960
1213,990,8,6,3,1:35.755,95755
1225,990,8,7,3,1:35.804,95804
1276,990,8,8,3,1:36.028,96028
1323,990,8,9,3,1:36.161,96161
1293,990,8,10,3,1:36.081,96081
1317,990,8,11,3,1:36.143,96143
1324,990,8,12,3,1:36.165,96165
1427,990,8,13,3,1:36.565,96565
1382,990,8,14,3,1:36.368,96368
1369,990,8,15,3,1:36.344,96344
1465,990,8,16,3,1:36.758,96758
1463,990,8,17,3,1:36.756,96756
1500,990,8,18,3,1:36.980,96980
1777,990,8,19,2,1:39.187,99187
1876,990,8,20,4,1:54.794,114794
957,990,8,21,4,1:34.411,94411
951,990,8,22,4,1:34.337,94337
973,990,8,23,4,1:34.587,94587
996,990,8,24,4,1:34.706,94706
1005,990,8,25,4,1:34.766,94766
1002,990,8,26,4,1:34.741,94741
1004,990,8,27,3,1:34.755,94755
993,990,8,28,3,1:34.692,94692
1008,990,8,29,3,1:34.794,94794
995,990,8,30,3,1:34.704,94704
1021,990,8,31,3,1:34.890,94890
1115,990,8,32,3,1:35.295,95295
1033,990,8,33,3,1:34.948,94948
1087,990,8,34,3,1:35.149,95149
1630,990,8,35,3,1:37.888,97888
1108,990,20,1,1,1:35.238,95238
1815,990,20,2,1,1:40.505,100505
1931,990,20,3,1,2:10.679,130679
1895,990,20,4,1,1:56.550,116550
1203,990,20,5,1,1:35.721,95721
1137,990,20,6,1,1:35.369,95369
1174,990,20,7,1,1:35.521,95521
1198,990,20,8,1,1:35.695,95695
1228,990,20,9,1,1:35.815,95815
1202,990,20,10,1,1:35.721,95721
1261,990,20,11,1,1:35.969,95969
1329,990,20,12,1,1:36.179,96179
1303,990,20,13,1,1:36.097,96097
1357,990,20,14,1,1:36.296,96296
1415,990,20,15,1,1:36.494,96494
1400,990,20,16,1,1:36.432,96432
1432,990,20,17,1,1:36.593,96593
1783,990,20,18,2,1:39.310,99310
1874,990,20,19,4,1:54.708,114708
994,990,20,20,3,1:34.696,94696
962,990,20,21,2,1:34.453,94453
987,990,20,22,2,1:34.661,94661
979,990,20,23,2,1:34.613,94613
1057,990,20,24,2,1:35.033,95033
1360,990,20,25,2,1:36.302,96302
974,990,20,26,1,1:34.589,94589
998,990,20,27,1,1:34.727,94727
1032,990,20,28,1,1:34.944,94944
1035,990,20,29,1,1:34.953,94953
1169,990,20,30,1,1:35.502,95502
1121,990,20,31,1,1:35.315,95315
1020,990,20,32,1,1:34.887,94887
1019,990,20,33,1,1:34.880,94880
1074,990,20,34,1,1:35.089,95089
1000,990,20,35,1,1:34.729,94729
1011,990,20,36,1,1:34.812,94812
975,990,20,37,1,1:34.591,94591
977,990,20,38,1,1:34.597,94597
1003,990,20,39,1,1:34.748,94748
1009,990,20,40,1,1:34.800,94800
1069,990,20,41,1,1:35.077,95077
1043,990,20,42,1,1:34.985,94985
1071,990,20,43,1,1:35.078,95078
1085,990,20,44,1,1:35.141,95141
1163,990,20,45,1,1:35.482,95482
1150,990,20,46,1,1:35.437,95437
1054,990,20,47,1,1:35.019,95019
1112,990,20,48,1,1:35.266,95266
1117,990,20,49,1,1:35.302,95302
1128,990,20,50,1,1:35.334,95334
1144,990,20,51,1,1:35.406,95406
1146,990,20,52,1,1:35.412,95412
1226,990,20,53,1,1:35.805,95805
1220,990,20,54,1,1:35.778,95778
1256,990,20,55,1,1:35.947,95947
1440,990,20,56,1,1:36.625,96625
1509,990,20,57,1,1:37.033,97033
1846,990,154,1,16,1:46.740,106740
1865,990,154,2,14,1:53.053,113053
1920,990,154,3,14,2:07.783,127783
1861,990,154,4,14,1:51.907,111907
1657,990,154,5,13,1:37.960,97960
1611,990,154,6,13,1:37.738,97738
1800,990,154,7,14,1:39.892,99892
1665,990,154,8,14,1:37.986,97986
1705,990,154,9,14,1:38.164,98164
1631,990,154,10,13,1:37.889,97889
1585,990,154,11,13,1:37.599,97599
1623,990,154,12,13,1:37.817,97817
1635,990,154,13,13,1:37.903,97903
1715,990,154,14,12,1:38.222,98222
1750,990,154,15,11,1:38.594,98594
1711,990,154,16,7,1:38.193,98193
1672,990,154,17,7,1:38.037,98037
1825,990,154,18,8,1:41.290,101290
1890,990,154,19,17,1:56.167,116167
1165,990,154,20,17,1:35.492,95492
1363,990,154,21,14,1:36.318,96318
1570,990,154,22,14,1:37.505,97505
1574,990,154,23,14,1:37.520,97520
1493,990,154,24,13,1:36.937,96937
1508,990,154,25,12,1:37.033,97033
1454,990,154,26,11,1:36.708,96708
1436,990,154,27,11,1:36.599,96599
1421,990,154,28,9,1:36.531,96531
1460,990,154,29,9,1:36.753,96753
1804,990,154,30,10,1:40.026,100026
1885,990,154,31,16,1:55.787,115787
971,990,154,32,15,1:34.578,94578
1279,990,154,33,13,1:36.044,96044
1193,990,154,34,13,1:35.648,95648
1619,990,154,35,13,1:37.797,97797
1164,990,154,36,11,1:35.489,95489
1168,990,154,37,11,1:35.497,95497
1181,990,154,38,11,1:35.578,95578
1186,990,154,39,11,1:35.607,95607
1230,990,154,40,11,1:35.821,95821
1245,990,154,41,11,1:35.907,95907
1684,990,154,42,10,1:38.073,98073
1235,990,154,43,10,1:35.856,95856
1761,990,154,44,10,1:38.800,98800
1838,990,154,45,13,1:43.994,103994
1902,990,154,46,15,1:56.846,116846
940,990,154,47,15,1:34.053,94053
964,990,154,48,15,1:34.491,94491
988,990,154,49,15,1:34.664,94664
1223,990,154,50,15,1:35.802,95802
1105,990,154,51,15,1:35.231,95231
1139,990,154,52,15,1:35.373,95373
1134,990,154,53,15,1:35.357,95357
1185,990,154,54,15,1:35.607,95607
1157,990,154,55,15,1:35.466,95466
1123,990,154,56,15,1:35.324,95324
1123,990,154,57,15,1:35.324,95324
1831,990,807,1,8,1:42.566,102566
1849,990,807,2,7,1:47.648,107648
1925,990,807,3,7,2:08.657,128657
1882,990,807,4,6,1:55.439,115439
1720,990,807,5,7,1:38.243,98243
1602,990,807,6,7,1:37.673,97673
1607,990,807,7,7,1:37.722,97722
1586,990,807,8,7,1:37.599,97599
1610,990,807,9,7,1:37.730,97730
1592,990,807,10,7,1:37.628,97628
1576,990,807,11,7,1:37.531,97531
1565,990,807,12,7,1:37.476,97476
1559,990,807,13,6,1:37.388,97388
1547,990,807,14,6,1:37.317,97317
1803,990,807,15,6,1:40.010,100010
1900,990,807,16,11,1:56.761,116761
1183,990,807,17,10,1:35.586,95586
1302,990,807,18,10,1:36.097,96097
1355,990,807,19,9,1:36.282,96282
1462,990,807,20,9,1:36.753,96753
1417,990,807,21,8,1:36.507,96507
1526,990,807,22,8,1:37.170,97170
1745,990,807,23,7,1:38.564,98564
1216,990,807,24,7,1:35.761,95761
1274,990,807,25,7,1:36.025,96025
1375,990,807,26,7,1:36.361,96361
1442,990,807,27,6,1:36.639,96639
1318,990,807,28,6,1:36.147,96147
1386,990,807,29,6,1:36.380,96380
1396,990,807,30,6,1:36.407,96407
1389,990,807,31,6,1:36.385,96385
1445,990,807,32,6,1:36.667,96667
1497,990,807,33,6,1:36.967,96967
1484,990,807,34,6,1:36.877,96877
1495,990,807,35,5,1:36.952,96952
1488,990,807,36,4,1:36.906,96906
1483,990,807,37,4,1:36.873,96873
1451,990,807,38,4,1:36.691,96691
1789,990,807,39,4,1:39.445,99445
1873,990,807,40,7,1:54.638,114638
1171,990,807,41,7,1:35.508,95508
1151,990,807,42,6,1:35.438,95438
1070,990,807,43,6,1:35.078,95078
1100,990,807,44,6,1:35.208,95208
1079,990,807,45,6,1:35.111,95111
1080,990,807,46,6,1:35.120,95120
1029,990,807,47,6,1:34.940,94940
1010,990,807,48,6,1:34.808,94808
1041,990,807,49,6,1:34.985,94985
989,990,807,50,6,1:34.667,94667
1012,990,807,51,6,1:34.827,94827
1016,990,807,52,6,1:34.862,94862
1024,990,807,53,6,1:34.915,94915
1036,990,807,54,6,1:34.957,94957
997,990,807,55,6,1:34.726,94726
1714,990,807,56,6,1:38.195,98195
1857,990,807,57,6,1:51.151,111151
1852,990,815,1,20,1:49.038,109038
1875,990,815,2,18,1:54.751,114751
1918,990,815,3,18,2:07.478,127478
1856,990,815,4,17,1:50.919,110919
1593,990,815,5,16,1:37.632,97632
1796,990,815,6,16,1:39.659,99659
1513,990,815,7,15,1:37.067,97067
1556,990,815,8,15,1:37.341,97341
1824,990,815,9,15,1:41.242,101242
1887,990,815,10,18,1:55.936,115936
1232,990,815,11,16,1:35.832,95832
1322,990,815,12,16,1:36.156,96156
1689,990,815,13,17,1:38.095,98095
1549,990,815,14,17,1:37.326,97326
1554,990,815,15,17,1:37.338,97338
1573,990,815,16,16,1:37.520,97520
1692,990,815,17,16,1:38.115,98115
1669,990,815,18,16,1:37.997,97997
1762,990,815,19,15,1:38.805,98805
1694,990,815,20,14,1:38.119,98119
1530,990,815,21,12,1:37.215,97215
1544,990,815,22,12,1:37.294,97294
1546,990,815,23,12,1:37.311,97311
1567,990,815,24,11,1:37.485,97485
1582,990,815,25,11,1:37.566,97566
1748,990,815,26,12,1:38.571,98571
1641,990,815,27,12,1:37.927,97927
1746,990,815,28,12,1:38.569,98569
1754,990,815,29,12,1:38.656,98656
1612,990,815,30,12,1:37.740,97740
1621,990,815,31,11,1:37.813,97813
1812,990,815,32,12,1:40.363,100363
1881,990,815,33,16,1:55.397,115397
1109,990,815,34,16,1:35.247,95247
1066,990,815,35,15,1:35.075,95075
1096,990,815,36,14,1:35.198,95198
1154,990,815,37,14,1:35.451,95451
1127,990,815,38,14,1:35.333,95333
1116,990,815,39,14,1:35.301,95301
1126,990,815,40,14,1:35.332,95332
1191,990,815,41,14,1:35.643,95643
1310,990,815,42,14,1:36.115,96115
1275,990,815,43,13,1:36.027,96027
1212,990,815,44,13,1:35.753,95753
1780,990,815,45,12,1:39.222,99222
1207,990,815,46,12,1:35.739,95739
1188,990,815,47,12,1:35.619,95619
1250,990,815,48,12,1:35.918,95918
1257,990,815,49,12,1:35.948,95948
1241,990,815,50,12,1:35.877,95877
1383,990,815,51,12,1:36.369,96369
1418,990,815,52,12,1:36.512,96512
1434,990,815,53,12,1:36.595,96595
1644,990,815,54,12,1:37.929,97929
1752,990,815,55,12,1:38.611,98611
1734,990,815,56,12,1:38.383,98383
1734,990,815,57,12,1:38.383,98383
1758,990,817,1,4,1:38.684,98684
1453,990,822,1,2,1:36.705,96705
1826,990,822,2,2,1:41.541,101541
1927,990,822,3,2,2:09.303,129303
1899,990,822,4,2,1:56.756,116756
1367,990,822,5,2,1:36.329,96329
1196,990,822,6,2,1:35.692,95692
1214,990,822,7,2,1:35.756,95756
1254,990,822,8,2,1:35.939,95939
1243,990,822,9,2,1:35.885,95885
1251,990,822,10,2,1:35.925,95925
1349,990,822,11,2,1:36.267,96267
1312,990,822,12,2,1:36.126,96126
1290,990,822,13,2,1:36.071,96071
1351,990,822,14,2,1:36.274,96274
1333,990,822,15,2,1:36.207,96207
1356,990,822,16,2,1:36.296,96296
1295,990,822,17,2,1:36.084,96084
1379,990,822,18,1,1:36.364,96364
1364,990,822,19,1,1:36.325,96325
1786,990,822,20,1,1:39.344,99344
1896,990,822,21,3,1:56.583,116583
937,990,822,22,3,1:33.740,93740
999,990,822,23,3,1:34.729,94729
972,990,822,24,3,1:34.586,94586
960,990,822,25,3,1:34.430,94430
1053,990,822,26,2,1:35.012,95012
1048,990,822,27,2,1:34.999,94999
984,990,822,28,2,1:34.633,94633
982,990,822,29,2,1:34.628,94628
1051,990,822,30,2,1:35.011,95011
1130,990,822,31,2,1:35.344,95344
1056,990,822,32,2,1:35.028,95028
1025,990,822,33,2,1:34.922,94922
1044,990,822,34,2,1:34.986,94986
1166,990,822,35,2,1:35.493,95493
1042,990,822,36,2,1:34.985,94985
1107,990,822,37,2,1:35.235,95235
1103,990,822,38,2,1:35.216,95216
1099,990,822,39,2,1:35.206,95206
1142,990,822,40,2,1:35.385,95385
1018,990,822,41,2,1:34.874,94874
1093,990,822,42,2,1:35.186,95186
1211,990,822,43,2,1:35.744,95744
967,990,822,44,2,1:34.546,94546
983,990,822,45,2,1:34.632,94632
965,990,822,46,2,1:34.491,94491
1094,990,822,47,2,1:35.188,95188
1001,990,822,48,2,1:34.733,94733
1097,990,822,49,2,1:35.198,95198
986,990,822,50,2,1:34.648,94648
963,990,822,51,2,1:34.460,94460
978,990,822,52,2,1:34.599,94599
981,990,822,53,2,1:34.622,94622
1148,990,822,54,2,1:35.428,95428
1187,990,822,55,2,1:35.614,95614
1378,990,822,56,2,1:36.364,96364
1498,990,822,57,2,1:36.972,96972
1818,990,825,1,6,1:40.943,100943
1841,990,825,2,5,1:45.054,105054
1928,990,825,3,5,2:09.387,129387
1906,990,825,4,5,1:57.549,117549
1753,990,825,5,5,1:38.621,98621
1678,990,825,6,6,1:38.061,98061
1605,990,825,7,6,1:37.690,97690
1587,990,825,8,6,1:37.600,97600
1580,990,825,9,6,1:37.544,97544
1563,990,825,10,6,1:37.464,97464
1528,990,825,11,6,1:37.200,97200
1538,990,825,12,6,1:37.247,97247
1798,990,825,13,7,1:39.865,99865
1893,990,825,14,15,1:56.348,116348
1626,990,825,15,13,1:37.856,97856
1315,990,825,16,10,1:36.129,96129
1401,990,825,17,9,1:36.441,96441
1420,990,825,18,9,1:36.515,96515
1441,990,825,19,8,1:36.631,96631
1477,990,825,20,8,1:36.835,96835
1499,990,825,21,7,1:36.974,96974
1548,990,825,22,7,1:37.324,97324
1428,990,825,23,6,1:36.566,96566
1365,990,825,24,6,1:36.327,96327
1330,990,825,25,6,1:36.180,96180
1457,990,825,26,6,1:36.723,96723
1784,990,825,27,7,1:39.319,99319
1889,990,825,28,11,1:56.090,116090
950,990,825,29,10,1:34.327,94327
1518,990,825,30,9,1:37.108,97108
1338,990,825,31,9,1:36.233,96233
1007,990,825,32,8,1:34.788,94788
